Annotation,Text_lemm_char_4_gram
1,ever very driv rive iver enco ncou coun ount unte nter eith ithe ther extr xtre trem reme emel mely pers erso rson fema emal male nots otse tsex sexi exis xist fact
0,baco acon hear eart mkr2 kr20 r201 2015 coul ould
1,faaa aaar aark blon lond onde prom romo girl walk grac race trad radi adie drag
0,sorr orry disa isap sapp appo ppoi poin oint thin hink alre lrea read eady pret rett etty awes weso esom some woma oman self elfe lfes fest este stee teem cont onti ntin tinu inue issu ssue
0,guyl uyli ylin line iner best gonn onna even joke
1,gonn onna fate hand dick ickl ckle kles less hurt urti rtin amer meri eric rica ican ungr ngra grat rate atef tefu eful woma oman mean sexi exis xist but…
0,ever very eryo ryon yone
2,murd urde rder 1400 year ramp ampa mpag page musl usli slim spai pain afri fric rica
0,well take long good
0,pete mayb aybe need live iver milk
0,tell qura uran 3333
1,mayb aybe issu ssue well spor port chil hild play scho choo hool spor port leav eave alon lone
0,know feel
0,stra trat rate ateg tegi egic scor core woul ould clea lear earl arly show andr ndre real eall ally
0,deny fact stra trai raig aigh ight pale ales lest esti stin tini inia nian hors orse mout outh http ttps tps…
1,wond onde nder blon lond onde moll scre crew coli olin scor core prob roba obab babl ably
1,saus ausa usag sage cock tart best suit them heme
0,gene ener nera eral rall ally anyt nyti ytim time devi evil advo dvoc voca ocat cate mean wast aste peop eopl ople time espe spec peci ecia cial iall ally argu rgue poin oint
1,woma oman dres ress carp arpe rpet sexi exis xism ismo smou mour five favo avor vori orit rite carp arpe rpet fash ashi shio hion ion…
1,plan apol polo olog logi ogiz gize near eari arin rins inst nsta stan tant hypo ypoc pocr ocri cris risy okay
0,mass graf unco ncov cove over vere ered nine inev neva evah harm arml rmle mles less char hara arac ract acte cter teri eriz riza izat zati atio tion
0,make peop eopl ople care gend ende nder flui luid
0,real eall ally love cele eleb lebr ebri brit rity twee weet mess essa ssag sage make shou hout outo utou tout hele elen lena last year inst nsta toda oday
1,ever very eryo ryon yone esti stim tima imat mate bitc itch come seco econ cond last like lite iter tera eral rall ally surv urvi rviv vive god…
0,fren renc ench exac xact actl ctly righ ight supp uppo ppor port peop eopl ople cond ondu nduc duce geno enoc noci ocid cide 1400 year
1,sexi exis xist acti ctiv tive ivel vely avoi void supp uppo ppor port woma oman athl thle hlet lete defe efen fens ensi nsiv sive
1,lega egal gall ally forc orce pare aren rent enth ntho thoo hood
0,andr ndre like anyt nyth ythi thin hing andr ndré drés plat late clea lean funn unny fuck alre lrea read eady
0,than hank anks prov rove poin oint musl usli slim know litt ittl ttle isla slam
1,bitc itch arou roun ound
0,baba woul ould horr orri rrif rify chev heva evap vapi serv erve like chev heva evap vapi
0,thin hing open inte nter terp erpr rpre pret reta etat tati atio tion nume umer meri eric bool oole olea lean data foll ollo llow lowi owin wing ingi ngis foll ollo llow
0,good cami amil mila feel like good huma uman take
0,yeah name game late atel tely stay step ahea head gate ater atte ttem temp empt shut thin hing down owna wnab nabu abus buse syst yste stem
0,figh ight ghte hter come choo hoos oose beau eaut auti utif tifu iful yezi ezid zidi woma oman kill shii hiit iite woma oman htt…
0,pete evan vans grub rubb ubby pale aleo fadd addi ddis dist enda ndan dang ange nger life real pala alae laeo aeol eoli olit lith ithi thic baby brea reas east myki ykit kitc itch tche chen henf enfo nfoo fool ools
0,cour ours urse musl usli slim ques uest esti stio tion civi ivil vili iliz liza izat zati atio tion move beyo eyon yond reli elig ligi igio giou ious barb arba rbar bari aris rism
0,favo avou vour ouri urit rite cute utes test revi evie view yumm ummy yumm ummy yumm ummy hung ungr ngry gryc ryca ycam camp ampe mper pers
0,sexi exis xist magn agne gnet neti etic poet oetr etry stri trik rike
0,sorr orry need stic tick gith ithu thub
0,lord
0,easy give bigo igot gote oted medi ediu dium alre lrea read eady disl isli slik like crea reat eato ator real eall ally show true colo olor call pers erso rson like
0,inco ncor corr orre rrec rect rela elat late ated emai mail addr ddre dres ress peop eopl ople tech echn chni hnic nica ical
0,allo llow live live code umar make thir hird clas lass citi itiz tize izen
0,stat tats atsd call swee weet eeti etie prot roto otoc toco ocol prog rogr ogra gram lang angu ngua guag uage trol roll leve evel
1,like lect ectu ctur ture femi emin mini inis nism peop eopl ople lear earn emma wats atso tson beyo eyon yonc once
0,oppo ppos pose crea reat eati ativ tive edit find clum lums umsi msil sily jarr arri rrin ring unsu nsub subt ubtl btle
0,woul ould back hand give stra trat rate ateg tegi egic majo ajor dick
0,trap pole oled leda edan danc anci ncin cing venu enue hotc otch potc otch saus ausa usag sage impe mper pers erso rson sona onat nate food
0,fast snat natc atch back surp urpr rpri pris rise
0,piec iece shit prov rove
2,wron rong apos post osta stac tacy equi quiv uiva ival vale alen lent leav eave amer meri eric rica beco ecom come citi itiz tize izen anot noth othe ther coun ount untr ntry pena enal nalt alty
0,must blam lame isla slam lami amis mism isla slam evil noth othi thin hing isla slam
1,advi dvic vice icef cefo efor fory oryo ryou youn oung ungf ngfe gfem femi emin mini inis nist ists bewa ewar ware arti rtis tist coop oopt femi emin mini inis nism expe xpec pect peop eopl ople prof rofi ofit prob robl oble blem sol…
0,sher heri tell mkr2 kr20 r201 2015 myki ykit kitc itch tche chen henr enru nrul rule ules
1,vali alid ques uest esti stio tion femf emfr mfre free reef eefr efri frid rida iday
1,sexi exis xist beli elie liev ieve girl good driv rive iver
0,lite iter tera eral nazi ment enti ntio tion buck enfo nfor forc orce rcem ceme emen ment fuck
0,gues uess tota otal sass assy sout outh afri fric rica ican gonn onnn nnnn nnnn nnne chok hoke oker
0,fuck deco econ cons onst nstr stru truc ruct
2,musl usli slim delu elus lusi usio sion prod rodu oduc duce alge lgeb gebr ebra many othe ther hers beat
0,sass assy vogu ogue guec ueca ecaf cafe hear word thro hrow shoe
1,anot noth othe ther mull ulla llah okta ktar mind indl ndle dles less bimb imbo repe epea peat told
1,fuck insu nsul sult
1,sexi exis xist fuck half woma oman twit witt itte tter fuck clue luel uele eles less
0,huma uman mani anit nity favo avor jump hole pull dirt
0,look like emot moti otio tion iona onal roll olle ller lerc erco rcoa coas oast aste ster grea reat
0,targ arge rget civi ivil vili ilia lian mili ilit lita itar tary thou hous ousa usan sand yezi ezid zidi mass graf
1,pict ictu ctur ture beat eate aten defi efia fian iant pict ictu ctur ture beat eate aten soul dead
2,long idio diot poli olit liti itic tici icia cian tell isla slam isla slam lami amic extr xtre trem remi emis mist cope open penh enha nhag hage agen
0,anni nnie lloy loyd clea lear earl arly live plan lane anet year touc ouch real eali alit lity mkr2 kr20 r201 2015
1,nast asti stie tier
1,oops mean eant kati atie bigt igth gthi thig high ighs
0,like seri erio riou ious ousl usly hele elen thom homa omas obam bama even tech echn chni hnic nica ical call ally poss ossi ssib sibl ible test esti stic ticl icle bunc unch
0,seem istr stra trat rate ateg tegi egic mixe ixed cook scor core acco ccor cord ordi rdin ding ingl ngly
0,chic hick icke cken live iver chia hian iant anti hann anni nnib niba ibal mkr2 kr20 r201 2015
0,goog oogl ogle woul ould uldr ldra dras rask asko come feel shor hort chan hang ange
0,miss thin hink woul ould well looo oooo oooo oooo ooov oove
1,mean eanw anwh nwhi whil hile pois oiso ison lake
1,pink stor tore cave misl isle slea lead mark arke rket poor woma oman banp anpi npin pink
1,name righ ight figh ight
2,best obje bjec ject ecti ctiv tive meas easu asur sure want appl pply secu ecul cula ular
0,pict ictu ctur ture trol roll pull butt
0,gues uess shov hove sanc anct ncti ctim timo imon moni onio niou ious ousn usne snes ness peop eopl ople read fore oreh rehe ehea head
0,many peop eopl ople fore orev reve ever
0,ruby impl mple plem leme emen ment enta ntat tati atio tion thre hrea read defi efin fini init nite itel tely
0,5min mins alre lrea read eady kati atie nikk ikki elim limi imin mina inat nate toni onig nigh ight
0,cave near earb arby coli olin keep stuf tuff
0,anni nnie niel iell ello lloy loyd kata atan tand andr ndre elim limi imin mina inat nati atio tion cook woul ould happ appe ppen
0,stan tand anda ndar dard oper pera erat rati atin ting proc roce oced cedu edur dure bull ully pain aint vict icti ctim perp erpe rpet petr etra trat rato ator bull ully llyi lyin ying auth utho thor hori orit rity
1,grea reat supp uppo ppor port righ ight fina inan nanc anci ncia cial abor bort orti rtio tion cool
0,dumb umba mbas bass alre lrea read eady fort ortu rtun tune hire
0,pret rett etty sure whit hite make ever very eryo ryon yone else unem nemp empl mplo ploy loym oyme ymen ment acti ctio tion prog rogr ogra gram stil till work
0,hone ones nest estl stly
0,catc atch view andr ndre disg isgr sgra grac race acef cefu eful wish woul ould
2,init niti itia tial iall ally live musl usli slim land vast majo ajor jori orit rity live chri hris rist isti stia tian land
0,hotp otpo tpot look like bris rist isto stol stoo tool char hart plat late
0,sour ourc urce civi ivil vili ilia lian mosu osul want leav eave city road bloc lock ocka ckad kade jiha ihad hadi adis huma uman shie hiel ield defe efen fenc ence
1,fuck fore orev reve ever dick ickw ckwe kwee weed woma oman park nots otse tsex sexi exis xist fact
0,thin hink shit assh ssho shol hole hope twit witt itte tter inev nevi evit vita itab tabl able tria rial
1,lang sexi exis xist spor port woma oman thin hing ever happ appe ppen spor port news that hats atsw tswh swha what hatl atlo tloo loos oose osew sewo ewom wome omen mens ensf nsfo sfor
0,want bsdc sdca dcan talk take spon pons onso nsor blac lack ackm ckma kmai mail tape time
0,watc atch free reeb eebs ebsd comm ommi mmit mitt itte tter ters rail game amer merg erga rgat gate ater ters doub oubt free reeb eebs ebsd cont ontr ntri trib ribu ibut buti utio tion
1,mens ensr nsri srig righ ight ghts peti etit titi itio tion call atte tten tent enti ntio tion judg udge kath athl thle hlee leen mcca ccar
0,woma oman come week eeke eken kend scre crea ream tama amal male hisp ispa span pani anic empl mplo ploy loye oyee back door
1,actu ctua tual uall ally like toni onig nigh ight thou houg ough alwa lway ways look like hair pull back tigh ight
0,look time weak eakn akne knes ness nusr usra coul ould capi apit pita ital tali aliz lize take turf syri yria
1,plea leas ease expl xpla plai lain figu igur gure cite wage disc iscu scus cuss ussi ssio sion comp ompa mpar pare than hank anks
1,thin hink impl mply some omeo meon eone laid sexi exis xist abus busi usiv sive
2,read pact wast aste time
1,mean like good luck buyi uyin ying razo azor shar harp enou noug ough shav have hirs irsu rsut sute fann anny armp rmpi mpit trad rade adem dema emar mark arkf rkfe kfem femi emin mini inis nist
0,sure we’d like vick icky celi elin line ine’ ne’s brea reak eakf akfa kfas fast tast aste anyt nyth ythi thin hing like look hung ungr ngry gryc ryca ycam camp ampe mper pers
1,idon dont ontn ntne tnee need eedf edfe dfem femi emin mini inis nism
0,limi imit mite ited samp ampl mple size peop eopl ople less like ikel kely hara aras rass wrea real name
2,mort orta rtar koba oban bane kill woma oman chil hild call cowa owar ward idio diot
1,okta ktar find bimb imbo endl ndle dles less essl ssly repe epea peat stup tupi upid pidi idit dity
0,some omeo meon eone else mean peop eopl ople acti ctiv tive ivel vely sear earc arch name stil till cree reep eepy
1,want stay comp ompe mpet peti etit titi itio tion fini inis nish tell ever very eryo ryon yone pret rett etty
0,pete woul ould love
2,stup tupi upid noth othi thin hing comp ompa mpar pare inhu nhum huma uman mani anit nity barb arba rbar bari arit rity isla slam
2,musl usli slim cons onsi nsid side ider birt irth rthr thri hrig righ ight glob loba obal domi omin mina inat nati atio tion
0,knoc nock ocko ckou kout roun ound many team left kitc itch tche chen rule
0,panc anca ncak cake look deli elic lici icio ciou ious
0,daaa aaaa aaaa aaaa aaaa aaaa aaad
0,many fact acto ctor matc atch vari aria riab iabl able expe xpec pect
0,disc isco scov cove over happ appe ppen pens jean wear swim whel help time make belt
2,moha oham hamm amme mmed murd urde rder dere erer jesu esus moha oham hamm amme mmed rapi apis pist jesu esus
1,sexi exis xist dont thin hink girl funn unny
2,hama amaz neve ever stop isra srae rael isla slam neve ever stop huma uman mani anit nity
0,fine gues uess talk wadh adhw dhwa inte nter tere eres rest
2,engl ngli glis lish isra srae rael real eall ally thin hink ahea head sent bagh aghd ghda hdad dadi isla slam lami amic reli elig ligi igio giou ious scho choo hool
0,look pitc itch tchf chfo hfor fork woul ould poin oint whit hite dude posi osit siti itio tion powe ower accu ccus cuse mino inor nori orit rity bull ully llyi lyin ying
0,dump grot rott otty brin ring back manu
0,basi asic sica ical call ally twis wist seri erie ries anno nnoy exte xten tend seas easo ason
0,hear grou roup like perv erve rver vert isla slam sure urel rely enti ntit titl itle exac xact actl ctly http ttp…
0,snoo nooo ooor
0,fuck rich comp ompa mpan pany drai rain desp espe sper pera erat rate atel tely need wate ater dasa asan sani bran rand wate ater
2,good labo abou bour tory enco ncou cour oura urag rage immi mmig migr igra gran rant enri nric rich make well free reer nice icer plac lace
0,prot rote otes test este ster ferg ergu rgus guso uson tear poli olic lice
